FrameNumber,Timestamp,LeftElbowYaw,LeftElbowRoll,RightElbowYaw,RightElbowRoll,LeftShoulderRoll,LeftShoulderPitch,RightShoulderRoll,RightShoulderPitch,LeftWristX,LeftWristY,LeftWristZ,RightWristX,RightWristY,RightWristZ,LeftElbowX,LeftElbowY,LeftElbowZ,RightElbowX,RightElbowY,RightElbowZ,LeftShoulderX,LeftShoulderY,LeftShoulderZ,RightShoulderX,RightShoulderY,RightShoulderZ,LeftWristColorX,LeftWristColorY,RightWristColorX,RightWristColorY,LeftElbowColorX,LeftElbowColorY,RightElbowColorX,RightElbowColorY,LeftShoulderColorX,LeftShoulderColorY,RightShoulderColorX,RightShoulderColorY,1,2024-08-09T18:33:57.1121399+03:30,-39,-24,166,13,15,-12,-6,77,-0.447898924,0.345723033,1.98016548,-0.0193777047,-0.2170923,2.46020341,-0.4610984,0.2524731,2.16571832,-0.0823260248,-0.03242508,2.51383233,-0.385925829,0.194868222,2.43784261,-0.101968527,0.16260241,2.5589788,201,169,0,306,208,199,301,267,236,218,298,227
2,2024-08-09T18:33:57.1697558+03:30,-39,-24,168,14,15,-12,-5,77,-0.4484896,0.346172661,1.98067987,-0.0195234343,-0.217299,2.46010971,-0.461841255,0.2526757,2.16603613,-0.0826287344,-0.0331009924,2.51259685,-0.3858207,0.194887623,2.43790722,-0.101804458,0.162008,2.55704117,201,169,0,306,208,199,301,267,236,218,298,227
3,2024-08-09T18:33:57.2038299+03:30,-39,-24,169,14,15,-12,-5,77,-0.448997974,0.3464608,1.98120868,-0.01953015,-0.2177057,2.45997071,-0.4627029,0.25279513,2.1663928,-0.0828065947,-0.0339442641,2.511692,-0.385812968,0.1949127,2.43803048,-0.101615362,0.161266729,2.555019,201,169,0,306,207,199,301,267,236,218,298,227
4,2024-08-09T18:33:57.2359547+03:30,-38,-25,160,13,16,-12,-5,78,-0.449613422,0.3462721,1.982319,-0.02136929,-0.229973018,2.45400453,-0.4635214,0.252565861,2.16741037,-0.08277676,-0.0345934071,2.51136613,-0.385775447,0.194870785,2.43814278,-0.10148146,0.160717532,2.55315018,201,169,0,309,207,199,301,267,236,218,298,228
5,2024-08-09T18:33:57.2679382+03:30,-37,-25,155,13,16,-12,-5,79,-0.4500862,0.345660746,1.98372769,-0.0210349876,-0.231101125,2.45346355,-0.4647076,0.252024144,2.16873956,-0.08226538,-0.0350299254,2.512081,-0.3856409,0.194727287,2.43822455,-0.101404615,0.160348788,2.551756,201,169,0,309,207,199,301,267,236,218,298,228
6,2024-08-09T18:33:57.3044353+03:30,-37,-25,153,12,16,-12,-6,79,-0.450418532,0.3451621,1.98490155,-0.02086778,-0.229170233,2.45392132,-0.465804636,0.251430959,2.16973734,-0.08191074,-0.0351763144,2.51262,-0.3856537,0.194604069,2.43833542,-0.101269707,0.160234913,2.55102324,201,169,0,309,207,199,301,267,236,218,298,228
7,2024-08-09T18:33:57.3366974+03:30,-36,-26,154,12,17,-12,-6,79,-0.450714082,0.34444055,1.9863627,-0.0208029971,-0.227277845,2.45441055,-0.46684894,0.2506905,2.17106152,-0.0818992853,-0.03505299,2.5119884,-0.385807574,0.194537073,2.43866181,-0.101193152,0.160326257,2.55045962,201,169,0,308,207,200,301,267,236,218,298,228
8,2024-08-09T18:33:57.3668237+03:30,-36,-26,150,12,17,-12,-6,79,-0.451079,0.343687981,1.98734343,-0.02225146,-0.233917534,2.450777,-0.467663974,0.250135928,2.17205167,-0.0818050355,-0.0350759849,2.511709,-0.385855883,0.194331229,2.43887615,-0.10119959,0.160290539,2.54966784,201,170,0,310,207,200,301,267,236,218,298,228
9,2024-08-09T18:33:57.4035776+03:30,-35,-26,151,12,17,-12,-6,79,-0.45133853,0.3431948,1.98823929,-0.0214619711,-0.2314658,2.45111942,-0.468332618,0.249698564,2.17288,-0.08170206,-0.0350416973,2.51104927,-0.3858362,0.194169521,2.43899059,-0.101094536,0.160270587,2.549169,201,170,0,309,206,200,301,267,236,218,298,228
10,2024-08-09T18:33:57.4357879+03:30,-35,-26,152,12,17,-12,-6,79,-0.451525629,0.342841357,1.98887968,-0.0207644869,-0.229103729,2.45164251,-0.468851447,0.249360621,2.17343688,-0.08155163,-0.0350417122,2.5106256,-0.385950565,0.19425109,2.439289,-0.100925274,0.160233811,2.548645,201,170,0,309,206,200,301,267,236,218,298,228
11,2024-08-09T18:33:57.4678267+03:30,-35,-26,150,12,17,-12,-6,79,-0.4516745,0.3424004,1.98973835,-0.0207750034,-0.2358306,2.44931674,-0.469315678,0.248865858,2.17417479,-0.08126531,-0.0350104,2.51052642,-0.386014342,0.194344684,2.43950415,-0.100761369,0.160228819,2.54819846,201,170,0,310,206,200,301,267,236,218,298,228
12,2024-08-09T18:33:57.5039217+03:30,-35,-26,149,11,17,-12,-6,79,-0.4517499,0.342153668,1.99043238,-0.02104029,-0.240879491,2.44736075,-0.469665974,0.248501733,2.17471743,-0.08092236,-0.03507886,2.51033854,-0.3861041,0.194480866,2.439734,-0.100548759,0.1601187,2.5477128,201,170,0,311,206,200,301,267,236,218,298,228
13,2024-08-09T18:33:57.5500737+03:30,-37,-27,150,11,17,-11,-6,79,-0.451731354,0.3420448,1.99072444,-0.0199948829,-0.237727761,2.448704,-0.470041543,0.248180375,2.17479157,-0.08036902,-0.03509554,2.51005554,-0.386143118,0.194595516,2.4399457,-0.100367166,0.1600241,2.54728556,201,170,0,310,206,200,301,267,236,218,298,228
